,Tourism_asset,Accessbility_Assignments,Accessbility_Value,Tourism_asset_id,type,address,TripAdvisor_link,number_of_reviews,rating,Instagram_count,Tourism_asset_lat,Tourism_asset_lon,Tourism_asset_lat_BC_albers,Tourism_asset_lon_BC_albers,CSD,CSDUID,Total_population_CSD,Workforce_CSD,Employed_CSD,Unemployed_CSD,Occupations_art_culture_CSD,Occupations_natural_resources_CSD,Median_income_2005_CSD,Average_income_2005_CSD,Airport_id,Airport_name,Airport_lat,Airport_lon,Airport_CSD,Distance_meter_airport,Duration_min_airport,Duration_min_num_airport,Visitor_centre_id,vc_name,vc_lat,vc_lon,vc_CSD,Distance_meter_vc,Duration_min_vc,Duration_min_num_vc,City_id,City_name,City_lat,City_lon,City_CSD,City_Pop_2000,City_Pop_Rank,Distance_meter_city,Duration_min_city,Duration_min_num_city,Distance_meter_ambulance,Duration_min_ambulance,Duration_min_num_ambulance,First_responder_id_ambulance,First_responder_lat_ambulance,First_responder_lon_ambulance,First_responder_name_ambulance,First_responder_CSD_ambulance,Distance_meter_fire,Duration_min_fire,Duration_min_num_fire,First_responder_id_fire,First_responder_lat_fire,First_responder_lon_fire,First_responder_name_fire,First_responder_CSD_fire,Distance_meter_police,Duration_min_police,Duration_min_num_police,First_responder_id_police,First_responder_lat_police,First_responder_lon_police,First_responder_name_police,First_responder_CSD_police,events_10km,traveller_resources_10km,classes_workshops_10km,casinos_10km,nightlife_10km,concerts_shows_10km,spas_wellness_10km,shopping_10km,fun_games_10km,transportation_10km,food_drinks_10km,boat_tours_10km,tours_10km,outdoor_activities_10km,hotels_10km
1172,Whistler BMX Track,2,5,1154,"Biking Trails, Other Nature & Parks, Nature & Parks, Outdoor Activities, More","Whistler, British Columbia V0N 1B1, ",https://www.tripadvisor.ca/Attraction_Review-g154948-d10836002-Reviews-Whistler_BMX_Track-Whistler_British_Columbia.html,0,0,958,50.081337,-123.04099,567256.7428,1211708.617,Whistler,5931020,9245,6925,6555,365,60,20,29550,39221,507,Vancouver International Airport,49.194722,-123.18388,Richmond,128102,1 hour 54 mins,114,812212,Whistler Visitor Centre,50.11596,-122.95584,Whistler,8662,11 mins,11,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,112419,1 hour 24 mins,84,9782,12 mins,12,1187,50.122201,-122.96066,STN 224 WHISTLER,Whistler,1799,4 mins,4,1572,50.08679,-123.0239,WHISTLER FIRE DEPT HALL 3,Whistler,8862,11 mins,11,1866,50.11671,-122.9541,WHISTLER RCMP,Whistler,0,3,4,0,14,0,20,12,17,5,7,8,53,69,94
1173,Hayward Lake Reservoir,2,5,293,"Bodies of Water, Nature & Parks","Mission, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181781-d7155673-Reviews-Hayward_Lake_Reservoir-Mission_British_Columbia.html,40,4.5,134,49.23325,-122.34941,475405.293,1266009.468,Mission,5909056,33840,18345,17315,1035,115,125,24679,31558,484,Abbotsford International Airport,49.025277,-122.36055,Abbotsford,36860,37 mins,37,812188,Abbotsford Visitor Centre,49.036651,-122.26672,Abbotsford,28055,29 mins,29,84,Port Coquitlam,49.25660054,-122.7598514,Port Coquitlam,51423,14,35002,40 mins,40,14697,16 mins,16,1104,49.135829,-122.33236,STN 215 MISSION,Mission,3397,4 mins,4,1662,49.22004,-122.37903,MISSION FIRE HALL 2,Mission,15034,17 mins,17,1813,49.132517,-122.34315,MISSION RCMP,Mission,0,4,4,2,17,7,8,37,32,1,17,14,30,69,70
1174,Erg Mountain Provincial Park,3,3,1258,"Mountains, Nature & Parks","McBride, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g499139-d6612680-Reviews-Erg_Mountain_Provincial_Park-McBride_British_Columbia.html,0,0,2,53.303658,-120.1618,937902.7696,1387775.406,McBride,5953012,630,375,365,10,0,20,21833,28367,683,Prince George Airport,53.884166,-122.6775,Prince George,210647,2 hours 9 mins,129,812258,Valemount Visitor Centre,52.831527,-119.28036,Valemount,82673,51 mins,51,24,Prince George,53.91032183,-122.7091287,Prince George,81326,9,205274,2 hours 6 mins,126,505,2 mins,2,1100,53.301203,-120.16171,STN 525 MCBRIDE,McBride,101,1 min,0,1403,53.3035,-120.16308,MCBRIDE FIRE DEPT,McBride,345,1 min,1,1810,53.303599,-120.15698,MCBRIDE RCMP,McBride,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7
1175,Moorecroft Regional Park,0,4,395,"Nature & Wildlife Areas, State Parks, Nature & Parks","Nanoose Bay, British Columbia V9P 9E7, ",https://www.tripadvisor.ca/Attraction_Review-g499156-d10188031-Reviews-Moorecroft_Regional_Park-Nanoose_Bay_Vancouver_Island_British_Columbia.html,19,4.5,159,49.30108,-124.176926,477790.4514,1132693.031,Nanaimo E,5921030,5465,2535,2405,125,45,30,27200,43736,530,Qualicum Beach Airport,49.337222,-124.39388,Qualicum Beach,31464,26 mins,26,812175,Parksville Visitor Centre,49.301627,-124.2557,Parksville,9509,10 mins,10,66,Parksville,49.32015947,-124.3068176,Parksville,10613,31,12722,14 mins,14,18623,15 mins,15,1116,49.309789,-124.32384,STN 130 PARKSVILLE,Parksville,3708,5 mins,5,1230,49.275741,-124.19347,NANOOSE BAY VOL FIRE DEPT,Nanaimo E,13309,17 mins,17,1950,49.317898,-124.31091,PARKSVILLE COMMUNITY POLICING,Parksville,0,4,1,1,4,1,21,37,11,3,13,22,32,49,121
1176,Kamloops Longboard Park,2,5,855,"State Parks, Nature & Parks","Kamloops, British Columbia V1S 1Z3, ",https://www.tripadvisor.ca/Attraction_Review-g154932-d7940282-Reviews-Kamloops_Longboard_Park-Kamloops_British_Columbia.html,3,4.5,404,50.63717,-120.37086,640498.5308,1397528.371,Kamloops,5933042,79440,44605,41930,2675,330,460,26075,33533,623,Kamloops Airport,50.7025,-120.44861,Kamloops,18235,25 mins,25,812192,Kamloops Visitor Centre,50.65561,-120.36715,Kamloops,3474,6 mins,6,36,Kamloops,50.65605598,-120.3639002,Kamloops,82832,8,3682,5 mins,5,4686,8 mins,8,1197,50.665842,-120.36345,DISPATCH REGION 3,Kamloops,5421,8 mins,8,1239,50.666852,-120.35103,KAMLOOPS FIRE DEPT HALL 1,Kamloops,3429,5 mins,5,1794,50.654822,-120.36605,KAMLOOPS TRAFFIC SERVICES RCMP,Kamloops,0,3,2,2,8,1,7,10,16,2,5,2,10,23,73
1177,Mount Tolmie Park,2,5,178,Nature & Parks,"Victoria, British Columbia V8P 1P9, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d7710610-Reviews-Mount_Tolmie_Park-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_Br.html,83,4.5,2029,48.454124,-123.32576,385775.2776,1198172.644,Saanich,5917021,107120,59785,57015,2775,1055,85,29108,37354,464,Victoria International Airport,48.646944,-123.42583,North Saanich,25937,30 mins,30,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,6238,16 mins,16,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,5212,11 mins,11,2296,5 mins,5,1177,48.47136,-123.33228,ANNEX 125 VICTORIA-SHELBOURNE,Saanich,2682,5 mins,5,1696,48.469004,-123.31778,SAANICH FIRE DEPT STATION 3,Saanich,4208,9 mins,9,1942,48.444097,-123.36987,NORTH COMMUNITY POLICING,Victoria,0,5,8,1,25,14,39,91,32,22,40,52,130,121,190
1178,Crippen Regional Park,2,5,329,Nature & Parks,"British Columbia V0N 1G1, ",https://www.tripadvisor.ca/Attraction_Review-g183738-d7158488-Reviews-Crippen_Regional_Park-Bowen_Island_British_Columbia.html,35,4.5,948,49.373417,-123.33041,487778.1195,1193979.336,Bowen Island,5915062,3360,2120,2085,40,130,0,32206,42826,507,Vancouver International Airport,49.194722,-123.18388,Richmond,42417,1 hour 32 mins,92,814495,Bowen Island Tourist/Visitor Info Booth,49.380977,-123.33303,Bowen Island,1841,5 mins,5,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,26734,1 hour 1 min,61,1490,3 mins,3,1031,49.38105,-123.33897,STN 225 BOWEN ISLAND,Bowen Island,3340,6 mins,6,1273,49.373973,-123.35878,BOWEN ISLAND FIRE DEPT,Bowen Island,1373,3 mins,3,1759,49.380219,-123.33772,BOWEN ISLAND RCMP,Bowen Island,2,11,15,4,118,52,98,182,79,40,66,83,202,210,323
1179,Salmon Arm Bay Nature Enhancement Society,0,4,862,"Nature & Wildlife Areas, Hiking Trails, Bodies of Water, Nature & Parks, Outdoor Activities, More","Salmon Arm, British Columbia V1E 2W7, ",https://www.tripadvisor.ca/Attraction_Review-g181773-d10477352-Reviews-Salmon_Arm_Bay_Nature_Enhancement_Society-Salmon_Arm_British_Columbia.html,3,4.5,86,50.704807,-119.283195,654690.5773,1473413.746,Salmon Arm,5939032,15555,7835,7330,510,70,110,22911,29860,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,5939,13 mins,13,812252,Salmon Arm Visitor Centre,50.700521,-119.28518,Salmon Arm,784,3 mins,3,149,Enderby,50.55505891,-119.1431914,Enderby,2920,43,24690,22 mins,22,3073,6 mins,6,1145,50.70674,-119.24799,STN 332 SALMON ARM,Salmon Arm,672,3 mins,3,1479,50.700953,-119.28059,SALMON ARM FIRE DEPT CENTRAL HALL,Salmon Arm,1938,4 mins,4,1842,50.707692,-119.26242,SALMON ARM RCMP,Salmon Arm,0,2,2,0,4,1,1,9,5,0,11,6,11,28,56
1180,The Table,2,5,1701,"Points of Interest & Landmarks, Sights & Landmarks","Victoria, British Columbia V8W 3G6, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d4777332-Reviews-The_Table-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Co.html,1,4,1974,48.420128,-123.36451,381897.8295,1195442.848,Victoria,5917034,75390,45270,42960,2310,1290,115,24651,32322,464,Victoria International Airport,48.646944,-123.42583,North Saanich,26526,31 mins,31,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,728,3 mins,3,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,1011,3 mins,3,882,3 mins,3,1179,48.420922,-123.37429,ANNEX 118 VICTORIA-FAIRFIELD,Victoria,437,1 min,1,1576,48.41765,-123.3672,VICTORIA FIRE DEPT HALL 2,Victoria,956,3 mins,3,1941,48.416107,-123.37389,JAMES BAY COMMUNITY POLICING,Victoria,0,5,8,1,25,14,39,93,32,22,39,69,148,142,193
1181,Sunshine Highway BC 101,3,3,1565,"Scenic Drives, Sights & Landmarks, Outdoor Activities","Vancouver, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154943-d270332-Reviews-Sunshine_Highway_BC_101-Vancouver_British_Columbia.html,16,4,40,49.7366,-124.00067,526527.2515,1144151.595,Sunshine Coast A,5929018,2620,1345,1290,55,20,80,21923,29111,507,Vancouver International Airport,49.194722,-123.18388,Richmond,132893,3 hours 26 mins,206,814484,Madeira Park Tourist/Visitor Info Booth,49.619872,-124.02316,Sunshine Coast A,20468,20 mins,20,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,117210,2 hours 56 mins,176,20867,21 mins,21,1095,49.620899,-124.02686,STN 265 MADEIRA PARK,Sunshine Coast A,1668,2 mins,2,1724,49.748998,-123.99411,EGMONT FIRE HALL,Sunshine Coast A,20337,20 mins,20,1951,49.618487,-124.02441,PENDER HARBOUR COMMUNITY POLICING,Sunshine Coast A,0,0,0,0,0,0,1,1,0,0,0,4,7,9,41
1182,Canyon Hot Spring Resort,0,4,931,"Beach & Pool Clubs, Hot Springs & Geysers, Outdoor Activities, Nature & Parks","Revelstoke, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181775-d7906454-Reviews-Canyon_Hot_Spring_Resort-Revelstoke_Kootenay_Rockies_British_Columbia.html,24,2.5,259,51.00576,-118.22103,695661.6586,1544321.481,Revelstoke,5939019,7160,4170,3765,405,15,125,24965,31688,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,102147,1 hour 13 mins,73,812289,Revelstoke Visitor Centre,51.000163,-118.19542,Revelstoke,2378,4 mins,4,34,Revelstoke,50.9924735,-118.1921284,Revelstoke,8213,33,3560,6 mins,6,6298,6 mins,6,1139,50.993814,-118.18268,STN 336 REVELSTOKE,Revelstoke,3015,7 mins,7,1468,50.995969,-118.19644,REVELSTOKE FIRE DEPT,Revelstoke,2623,5 mins,5,1838,50.998428,-118.19894,REVELSTOKE RCMP,Revelstoke,0,2,1,0,0,0,1,2,1,0,0,7,14,25,45
1183,Steve Fonyo Beach,2,5,857,"Beaches, Nature & Parks, Outdoor Activities","Victoria, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d12155715-Reviews-Steve_Fonyo_Beach-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_B.html,3,4.5,1966,48.40585,-123.34978,380355.4239,1196593.984,Victoria,5917034,75390,45270,42960,2310,1290,115,24651,32322,464,Victoria International Airport,48.646944,-123.42583,North Saanich,29122,37 mins,37,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,3234,8 mins,8,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,3544,9 mins,9,3633,8 mins,8,1179,48.420922,-123.37429,ANNEX 118 VICTORIA-FAIRFIELD,Victoria,2501,5 mins,5,1576,48.41765,-123.3672,VICTORIA FIRE DEPT HALL 2,Victoria,1529,5 mins,5,1940,48.415441,-123.34952,FAIRFIELD COMMUNITY POLICING,Victoria,0,5,8,1,25,14,39,93,32,22,38,66,145,138,187
1184,Cumberland Museum & Archives,0,4,3881,"Speciality Museums, Museums","Cumberland, British Columbia V0R 1S0, ",https://www.tripadvisor.ca/Attraction_Review-g1015432-d4759726-Reviews-Cumberland_Museum_Archives-Cumberland_Comox_Valley_Vancouver_Island_British_Colu.html,18,4.5,82,49.618977,-125.03157,511893.1297,1070009.752,Cumberland,5926014,2705,1455,1360,95,10,90,22828,26358,553,CFB Comox (Comox Airport),49.710833,-124.88666,Comox,20653,28 mins,28,823223,Comox Valley Visitor Centre,49.63456,-125.00369,Cumberland,4120,7 mins,7,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,9834,14 mins,14,384,2 mins,2,1046,49.61913,-125.02634,STN 151 CUMBERLAND,Cumberland,50,1 min,0,1208,49.618586,-125.03154,CUMBERLAND FIRE DEPT,Cumberland,11940,17 mins,17,1770,49.699583,-124.98721,COURTENAY RCMP,Courtenay,0,1,2,1,6,0,9,12,5,2,13,21,30,43,77
1185,Jumping Jiminy's Playground & Cafe,2,5,748,"Playgrounds, Nature & Parks, Fun & Games","Nanaimo, British Columbia V9T 5V4, ",https://www.tripadvisor.ca/Attraction_Review-g154935-d7385820-Reviews-Jumping_Jiminy_s_Playground_Cafe-Nanaimo_Vancouver_Island_British_Columbia.html,18,3.5,523,49.2036,-123.99691,467317.8475,1146098.642,Nanaimo,5921007,77630,40440,37520,2915,420,285,23463,30562,482,Nanaimo Airport,49.052222,-123.87027,Nanaimo A,22899,23 mins,23,812174,Nanaimo Visitor Centre,49.187551,-124.00369,Nanaimo C,2988,8 mins,8,67,Nanaimo,49.17038982,-123.9446687,Nanaimo,76645,10,6080,9 mins,9,3557,8 mins,8,1108,49.208984,-124.03988,STN 122 NANAIMO-NORTH/STN 180 VAN ISLE CCT,Nanaimo,3396,5 mins,5,1637,49.197631,-123.98586,CENTRAL NORTH NANAIMO STATION 2,Nanaimo,6659,10 mins,10,1990,49.163654,-123.93578,NANAIMO COMMUNITY POLICING,Nanaimo,0,3,3,1,4,1,19,31,10,3,12,24,36,52,116
1186,Johnstone Creek Provincial Park,0,4,937,Nature & Parks,"Rock Creek, British Columbia V0H 1Y0, ",https://www.tripadvisor.ca/Attraction_Review-g1930035-d6419443-Reviews-Johnstone_Creek_Provincial_Park-Rock_Creek_British_Columbia.html,2,4.5,41,49.045273,-119.04896,472620.9081,1507962.96,Kootenay Boundary E,5905054,2230,1280,1170,110,10,50,17947,25050,532,Trail Airport,49.055555,-117.60916,Kootenay Boundary A,196663,2 hours 29 mins,149,812191,Greenwood Visitor Centre,49.090294,-118.67743,Greenwood,39576,29 mins,29,109,Greenwood,49.09411604,-118.67733,Greenwood,758,44,40001,30 mins,30,26039,21 mins,21,1102,49.008655,-118.77804,STN 415 MIDWAY,Midway,26049,21 mins,21,1409,49.008568,-118.77792,MIDWAY VOL FIRE DEPT,Midway,25990,20 mins,20,1812,49.008071,-118.77582,MIDWAY RCMP,Midway,0,1,0,0,1,0,2,2,0,0,10,3,8,10,34
1187,Valhalla Provincial Park,0,4,842,Nature & Parks,"Slocan, British Columbia V0G 2C0, ",https://www.tripadvisor.ca/Attraction_Review-g1520166-d4584998-Reviews-Valhalla_Provincial_Park-Slocan_Kootenay_Rockies_British_Columbia.html,3,4.5,60,49.51063,-117.60718,535379.8699,1606756.927,Central Kootenay H,5903052,4320,2315,2145,175,45,55,15804,23465,541,Castlegar/West Kootenay Regional Airport,49.296388,-117.6325,Castlegar,29531,25 mins,25,812273,Castlegar Visitor Centre,49.295706,-117.65168,Castlegar,31913,25 mins,25,42,Nelson,49.48748867,-117.2946503,Nelson,9677,32,31522,23 mins,23,16913,14 mins,14,1190,49.612132,-117.56225,STN 427 WINLAW,Central Kootenay H,5509,6 mins,6,1446,49.543584,-117.65151,PASSMORE VOL FIRE DEPT,Central Kootenay H,31330,24 mins,24,1762,49.325334,-117.66619,CASTLEGAR RCMP,Castlegar,0,1,0,0,5,1,9,5,1,0,3,7,14,18,39
1188,BC Farm Museum,2,5,3935,"Speciality Museums, Museums","Fort Langley, British Columbia V1M 2R6, ",https://www.tripadvisor.ca/Attraction_Review-g154930-d572958-Reviews-BC_Farm_Museum-Fort_Langley_Langley_British_Columbia.html,13,4.5,693,49.1683,-122.57523,467375.3707,1249916.748,Langley,5915001,23340,12800,12160,640,105,10,25758,31747,487,Boundary Bay Airport,49.073888,-123.0075,Delta,37748,47 mins,47,812401,Langley Visitor Centre,49.146232,-122.66767,Langley,9099,14 mins,14,55,Langley (City),49.10476067,-122.6577932,Langley,24287,18,9949,15 mins,15,8011,12 mins,12,1113,49.170984,-122.66557,STN 267 NORTH LANGLEY,Langley,702,3 mins,3,1566,49.169984,-122.58194,LANGLEY TOWNSHIP FIRE DEPT HALL 2,Langley,5340,9 mins,9,1907,49.163181,-122.63989,WALNET GROVE-FORT LANGLEY,Langley,0,9,6,6,43,16,29,52,62,7,29,16,39,96,138
1189,Guisachan Heritage Park,2,5,507,"Gardens, Nature & Parks","Kelowna, British Columbia V1Y 8V3, ",https://www.tripadvisor.ca/Attraction_Review-g154933-d10400175-Reviews-Guisachan_Heritage_Park-Kelowna_Okanagan_Valley_British_Columbia.html,11,4.5,1117,49.87023,-119.47743,560940.6244,1468307.127,Kelowna,5935010,105170,57300,54525,2770,595,215,25134,33647,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,15075,22 mins,22,812196,Kelowna Visitor Centre,49.88366,-119.49189,Kelowna,2745,5 mins,5,38,Kelowna,49.879864,-119.4394353,Kelowna,100433,7,4264,7 mins,7,3145,9 mins,9,1082,49.885162,-119.49758,STN 340 KELOWNA-LAWRENCE,Kelowna,2770,7 mins,7,1685,49.885007,-119.49687,KELOWNA FIRE DEPT HALL 2,Kelowna,1673,3 mins,3,2028,49.861626,-119.4678,KLO COMMUNITY POLICING,Kelowna,0,3,7,2,18,6,22,32,27,8,95,41,104,104,169
1190,Marl Creek Provincial Park,0,4,1245,Nature & Parks,"Golden, British Columbia V0A 1H0, ",https://www.tripadvisor.ca/Attraction_Review-g181785-d7052402-Reviews-Marl_Creek_Provincial_Park-Golden_Kootenay_Rockies_British_Columbia.html,0,0,177,51.301807,-116.95535,738887.7863,1628235.479,Golden,5939007,3775,2255,2090,170,15,40,24514,30866,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,252471,2 hours 53 mins,173,812398,British Columbia Visitor Centre @ Golden,51.301981,-116.95418,Golden,272,1 min,1,34,Revelstoke,50.9924735,-118.1921284,Revelstoke,8213,33,148045,1 hour 39 mins,99,4900,9 mins,9,1067,51.297979,-116.96811,STN 413 GOLDEN,Golden,4683,8 mins,8,1345,51.293996,-116.96174,GOLDEN FIRE DEPT,Golden,3894,6 mins,6,1787,51.317275,-116.97784,GOLDEN RCMP,Golden,0,0,0,0,3,0,7,2,6,0,1,7,15,39,60
1191,Kilby Provincial Park,2,5,823,Nature & Parks,"Harrison Mills, British Columbia V0M 1L0, ",https://www.tripadvisor.ca/Attraction_Review-g499135-d7321643-Reviews-Kilby_Provincial_Park-Harrison_Mills_British_Columbia.html,9,3.5,231,49.235764,-121.95729,477236.6582,1294536.782,Kent,5909032,4680,2410,2330,75,35,10,23483,28017,506,Chilliwack Airport,49.152777,-121.93888,Chilliwack,39154,32 mins,32,814207,Agassiz Tourist/Visitor Info Booth,49.238975,-121.76564,Kent,16681,15 mins,15,166,Chilliwack,49.14529041,-121.9577287,Chilliwack,65421,12,39155,32 mins,32,17265,17 mins,17,1020,49.238248,-121.75918,STN 203 AGASSIZ,Kent,16952,16 mins,16,1371,49.238059,-121.76277,AGASSIZ FIRE DEPT,Kent,16118,14 mins,14,1747,49.2429,-121.76977,AGASSIZ RCMP,Kent,0,3,1,0,9,1,8,30,9,1,5,24,30,53,59
1192,Kicking Horse River,0,4,228,"Bodies of Water, Nature & Parks","Golden, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181785-d155620-Reviews-Kicking_Horse_River-Golden_Kootenay_Rockies_British_Columbia.html,71,4.5,241,51.30192,-116.9642,738821.7721,1627622.505,Golden,5939007,3775,2255,2090,170,15,40,24514,30866,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,253220,2 hours 52 mins,172,812398,British Columbia Visitor Centre @ Golden,51.301981,-116.95418,Golden,1131,1 min,1,34,Revelstoke,50.9924735,-118.1921284,Revelstoke,8213,33,148794,1 hour 39 mins,99,5648,8 mins,8,1067,51.297979,-116.96811,STN 413 GOLDEN,Golden,5432,8 mins,8,1345,51.293996,-116.96174,GOLDEN FIRE DEPT,Golden,4643,6 mins,6,1787,51.317275,-116.97784,GOLDEN RCMP,Golden,0,0,0,0,3,0,7,2,6,0,1,7,15,38,60
1193,Ross Lake Provincial Park,0,4,794,Nature & Parks,"New Hazelton, Kitimat-Stikine District, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g1913581-d6436716-Reviews-Ross_Lake_Provincial_Park-New_Hazelton_Kitimat_Stikine_District_British_Columbia.html,3,5,280,55.24626,-127.54053,1139781.6,902287.2513,Kitimat-Stikine B,5949028,1610,850,675,170,0,75,20514,26207,455,Terrace (Northwest Regional) Airport,54.468611,-128.57833,Terrace,142494,1 hour 34 mins,94,816684,Terrace Visitor Centre,54.513101,-128.58419,Terrace,138486,1 hour 30 mins,90,19,Terrace,54.51567681,-128.610207,Terrace,13871,27,140443,1 hour 34 mins,94,8790,12 mins,12,1072,55.259622,-127.65224,STN 679 HAZELTON,Hazelton,3369,6 mins,6,1422,55.243643,-127.58685,NEW HAZELTON FIRE DEPT,New Hazelton,3493,6 mins,6,1818,55.243928,-127.58797,NEW HAZELTON RCMP,New Hazelton,0,2,0,0,0,0,0,0,0,0,0,0,0,2,7
1194,Queen Charlotte Islands Highway,3,3,1710,"Scenic Drives, Sights & Landmarks, Outdoor Activities","British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154922-d269425-Reviews-Queen_Charlotte_Islands_Highway-British_Columbia.html,1,3,34,54.136696,-124.63623,1015723.438,1088888.476,Bulkley-Nechako D,5951017,1665,870,755,110,10,85,20216,30779,709,Smithers Airport,54.825277,-127.18277,Smithers,255502,3 hours 12 mins,192,812295,Fort St James Visitor Centre,54.439783,-124.25146,Fort St. James,54671,1 hour 6 mins,66,24,Prince George,53.91032183,-122.7091287,Prince George,81326,9,164521,2 hours 12 mins,132,36882,41 mins,41,1060,54.059362,-124.84863,STN 763 FRASER LAKE,Fraser Lake,22842,29 mins,29,1332,54.062553,-124.55186,FORT FRASER VOL FIRE DEPT,Bulkley-Nechako D,35951,39 mins,39,1782,54.055932,-124.84162,FRASER LAKE RCMP,Fraser Lake,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4
1195,White Post Auto Museum,0,4,4126,"Speciality Museums, Museums","Tappen, British Columbia V0E2X2, ",https://www.tripadvisor.ca/Attraction_Review-g2317808-d10716469-Reviews-White_Post_Auto_Museum-Tappen_British_Columbia.html,0,0,4,50.80341,-119.32446,665344.6257,1469480.294,Columbia-Shuswap C,5939037,7690,3315,3035,290,40,100,22782,28989,627,Salmon Arm Airport,50.682777,-119.22861,Salmon Arm,21687,23 mins,23,812252,Salmon Arm Visitor Centre,50.700521,-119.28518,Salmon Arm,16865,14 mins,14,149,Enderby,50.55505891,-119.1431914,Enderby,2920,43,39206,33 mins,33,19830,18 mins,18,1145,50.70674,-119.24799,STN 332 SALMON ARM,Salmon Arm,6158,6 mins,6,1520,50.767157,-119.28751,TAPPEN SUNNYBRAE FIRE DEPT,Columbia-Shuswap C,19237,17 mins,16,1842,50.707692,-119.26242,SALMON ARM RCMP,Salmon Arm,0,2,2,0,3,0,1,4,4,0,9,6,11,32,56
1196,Catala Island Marine Provincial Park,3,3,990,Nature & Parks,"Tahsis, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g1767093-d7248803-Reviews-Catala_Island_Marine_Provincial_Park-Tahsis_Vancouver_Island_British_Columbia.html,1,5,12,49.924976,-126.65561,545657.5754,952918.9414,Tahsis,5924030,365,200,180,20,0,55,16960,23072,566,Campbell River Airport,49.950833,-125.27083,Campbell River,162945,3 hours 0 mins,180,812172,Gold River Visitor Centre,49.779183,-126.05198,Gold River,65643,1 hour 30 mins,90,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,203306,3 hours 24 mins,204,396,1 min,1,1162,49.924134,-126.65268,STN 133 TAHSIS,Tahsis,542,1 min,1,1215,49.923869,-126.66231,TAHSIS FIRE DEPT,Tahsis,239,1 min,1,1853,49.924463,-126.65358,TAHSIS RCMP,Tahsis,0,0,0,0,0,0,0,1,1,0,0,5,5,6,12
1197,Funtasia Fun Park,0,4,625,"Gardens, Mini Golf, Fun & Games, Nature & Parks","Fairmont Hot Springs, British Columbia V0B 1L1, ",https://www.tripadvisor.ca/Attraction_Review-g182194-d6938481-Reviews-Funtasia_Fun_Park-Fairmont_Hot_Springs_Kootenay_Rockies_British_Columbia.html,28,3.5,34,50.342182,-115.85693,643471.7812,1719293.489,East Kootenay F,5901046,2885,1700,1650,45,10,20,27058,51507,580,Cranbrook/Canadian Rockies International Airport,49.612222,-115.78194,Cranbrook,116542,1 hour 13 mins,73,812288,Radium Hot Springs Visitor Centre,50.619367,-116.07038,Radium Hot Springs,35274,24 mins,24,46,Kimberley,49.67531114,-115.9873367,Kimberley,6976,37,95790,1 hour 5 mins,64,25997,20 mins,20,1076,50.505937,-116.03452,STN 411 INVERMERE,Invermere,2083,2 mins,2,1324,50.324665,-115.86213,FAIRMONT HOT SPRINGS FIRE DEPT,East Kootenay F,22535,14 mins,14,1768,50.515014,-116.00243,COLUMBIA VALLEY RCMP,East Kootenay F,0,0,0,0,1,0,6,9,3,0,1,4,9,17,21
